id;id_doi;discipline;count
991;114;Economics, Econometrics and Finance;9
992;115;Business, Management and Accounting;20
993;115;Social Sciences;1
994;115;Unspecified;2
995;115;Economics, Econometrics and Finance;1
996;116;Business, Management and Accounting;179
997;116;Materials Science;1
998;116;Physics and Astronomy;1
999;116;Psychology;10
1000;116;Environmental Science;1
1001;116;Decision Sciences;1
1002;116;Computer Science;2
1003;116;Unspecified;18
1004;116;Engineering;1
1005;116;Design;2
1006;116;Arts and Humanities;6
1007;116;Agricultural and Biological Sciences;1
1008;116;Social Sciences;43
1009;116;Economics, Econometrics and Finance;9
1010;117;Business, Management and Accounting;103
1011;117;Psychology;7
1012;117;Environmental Science;1
1014;117;Philosophy;1
1015;117;Computer Science;3
1016;117;Unspecified;10
1017;117;Engineering;3
1018;117;Medicine and Dentistry;1
1019;117;Design;2
1020;117;Arts and Humanities;2
1021;117;Social Sciences;20
1022;117;Economics, Econometrics and Finance;3
1023;118;Business, Management and Accounting;69
1024;118;Economics, Econometrics and Finance;3
1025;118;Philosophy;2
1026;118;Unspecified;20
1027;118;Engineering;4
1028;118;Biochemistry, Genetics and Molecular Biology;1
1029;118;Arts and Humanities;2
1030;118;Social Sciences;16
1031;118;Psychology;31
1032;119;Business, Management and Accounting;11
1033;119;Social Sciences;1
1034;119;Unspecified;6
1036;120;Unspecified;11
1037;120;Social Sciences;2
1038;120;Economics, Econometrics and Finance;1
1039;120;Psychology;4
1040;121;Business, Management and Accounting;34
1041;121;Economics, Econometrics and Finance;1
1042;121;Philosophy;1
1043;121;Unspecified;10
1044;121;Social Sciences;9
1045;121;Psychology;10
1046;122;Business, Management and Accounting;5
1048;122;Unspecified;1
1049;123;Business, Management and Accounting;30
1050;123;Mathematics;1
1051;123;Social Sciences;2
1052;123;Unspecified;11
1054;124;Business, Management and Accounting;51
1055;124;Economics, Econometrics and Finance;1
1056;124;Unspecified;11
1057;124;Medicine and Dentistry;1
1058;124;Biochemistry, Genetics and Molecular Biology;2
1059;124;Arts and Humanities;3
1060;124;Neuroscience;1
1061;124;Agricultural and Biological Sciences;2
1062;124;Social Sciences;9
1063;124;Psychology;14
1064;125;Unspecified;1
1065;126;Business, Management and Accounting;147
1066;126;Psychology;8
1067;126;Decision Sciences;3
1068;126;Unspecified;28
1069;126;Engineering;11
1070;126;Computer Science;21
1071;126;Arts and Humanities;1
1072;126;Mathematics;5
1073;126;Agricultural and Biological Sciences;2
1075;126;Social Sciences;24
1076;126;Economics, Econometrics and Finance;13
1077;127;Business, Management and Accounting;86
1078;127;Economics, Econometrics and Finance;4
1079;127;Unspecified;10
1080;127;Engineering;3
1081;127;Computer Science;3
1082;127;Arts and Humanities;2
1083;127;Neuroscience;1
1084;127;Agricultural and Biological Sciences;1
1085;127;Social Sciences;13
1086;127;Psychology;22
1087;128;Business, Management and Accounting;4
1088;128;Social Sciences;2
1090;128;Psychology;4
1091;129;Business, Management and Accounting;33
1092;129;Economics, Econometrics and Finance;3
1093;129;Unspecified;7
1094;129;Computer Science;1
1095;129;Agricultural and Biological Sciences;2
1096;129;Social Sciences;8
1097;129;Psychology;10
1098;130;Business, Management and Accounting;139
1099;130;Psychology;118
1100;130;Sports and Recreations;2
1101;130;Philosophy;1
1102;130;Computer Science;2
1103;130;Unspecified;20
1104;130;Engineering;3
1105;130;Medicine and Dentistry;2
1106;130;Biochemistry, Genetics and Molecular Biology;2
1107;130;Arts and Humanities;2
1111;130;Social Sciences;26
1112;130;Economics, Econometrics and Finance;6
1114;131;Philosophy;3
1115;131;Physics and Astronomy;2
1116;131;Energy;1
1122;131;Unspecified;49
1125;131;Medicine and Dentistry;9
1126;131;Arts and Humanities;11
1127;131;Nursing and Health Professions;8
1131;131;Social Sciences;87
1132;131;Economics, Econometrics and Finance;26
1134;133;Physics and Astronomy;1
1137;133;Unspecified;21
1141;133;Computer Science;2
1142;133;Arts and Humanities;4
1143;133;Social Sciences;24
1144;133;Economics, Econometrics and Finance;4
1145;134;Business, Management and Accounting;86
1146;134;Economics, Econometrics and Finance;1
1147;134;Unspecified;11
1148;134;Nursing and Health Professions;1
1149;134;Engineering;6
1150;134;Computer Science;4
1151;134;Agricultural and Biological Sciences;1
1152;134;Social Sciences;15
1158;136;Unspecified;6
1159;136;Economics, Econometrics and Finance;2
1161;137;Arts and Humanities;1
1162;138;Business, Management and Accounting;87
1164;138;Philosophy;1
1165;138;Unspecified;26
1166;138;Medicine and Dentistry;1
1168;138;Computer Science;2
1173;139;Business, Management and Accounting;13
1175;139;Social Sciences;2
1176;139;Economics, Econometrics and Finance;1
1178;140;Business, Management and Accounting;41
1180;140;Unspecified;11
1182;140;Social Sciences;4
1183;140;Computer Science;1
1185;141;Economics, Econometrics and Finance;6
1187;141;Engineering;1
1189;141;Social Sciences;21
1190;141;Psychology;4
1191;142;Business, Management and Accounting;70
1193;142;Environmental Science;1
1194;142;Decision Sciences;1
1195;142;Philosophy;1
1199;142;Social Sciences;9
1205;143;Computer Science;3
1208;143;Social Sciences;4
1210;144;Business, Management and Accounting;151
1211;144;Psychology;5
1216;144;Unspecified;18
1218;144;Medicine and Dentistry;1
1219;144;Arts and Humanities;3
1220;144;Agricultural and Biological Sciences;1
1221;144;Social Sciences;26
1222;144;Economics, Econometrics and Finance;5
1224;145;Physics and Astronomy;1
1225;146;Business, Management and Accounting;9
1226;146;Psychology;1
1227;146;Unspecified;1
1228;146;Engineering;2
1229;146;Nursing and Health Professions;1
1230;146;Social Sciences;3
1231;147;Business, Management and Accounting;131
1232;147;Economics, Econometrics and Finance;8
1233;147;Unspecified;11
1234;147;Engineering;2
1235;147;Computer Science;1
1236;147;Arts and Humanities;3
1237;147;Agricultural and Biological Sciences;1
1238;147;Social Sciences;20
1240;148;Business, Management and Accounting;135
1242;148;Environmental Science;1
1243;148;Immunology and Microbiology;1
1244;148;Computer Science;7
1245;148;Unspecified;23
1246;148;Economics, Econometrics and Finance;4
1247;148;Engineering;5
1248;148;Design;2
1249;148;Chemical Engineering;1
1251;148;Agricultural and Biological Sciences;2
1253;148;Arts and Humanities;2
1257;149;Engineering;2
1258;149;Biochemistry, Genetics and Molecular Biology;1
1260;149;Psychology;4
1261;150;Unspecified;1
1263;151;Economics, Econometrics and Finance;1
1264;151;Unspecified;9
1266;151;Social Sciences;2
1268;152;Business, Management and Accounting;4
1269;152;Unspecified;4
1273;153;Economics, Econometrics and Finance;2
1276;154;Unspecified;10
1280;155;Social Sciences;2
1281;155;Unspecified;11
1282;155;Psychology;4
1285;156;Unspecified;2
1292;158;Unspecified;6
1293;158;Psychology;1
1294;158;Computer Science;1
1296;159;Business, Management and Accounting;8
1297;159;Economics, Econometrics and Finance;2
1298;159;Unspecified;4
1299;159;Computer Science;1
1300;159;Social Sciences;1
1301;159;Psychology;1
1302;160;Business, Management and Accounting;4
1303;160;Social Sciences;2
1304;160;Unspecified;5
1305;161;Business, Management and Accounting;16
1306;161;Social Sciences;2
1307;161;Unspecified;8
1308;162;Business, Management and Accounting;5
1309;162;Psychology;1
1310;162;Unspecified;3
1311;163;Business, Management and Accounting;14
1312;163;Linguistics;1
1313;163;Psychology;5
1314;163;Unspecified;11
1315;163;Engineering;1
1316;163;Computer Science;1
1317;163;Social Sciences;3
1318;164;Business, Management and Accounting;10
1320;164;Social Sciences;3
1321;164;Unspecified;9
1327;166;Unspecified;9
1329;166;Computer Science;2
1331;166;Social Sciences;1
1332;166;Psychology;2
1333;167;Business, Management and Accounting;22
1334;167;Psychology;1
1335;167;Unspecified;4
1336;167;Economics, Econometrics and Finance;1
1337;168;Business, Management and Accounting;26
1338;168;Economics, Econometrics and Finance;3
1339;168;Unspecified;10
1340;168;Biochemistry, Genetics and Molecular Biology;1
1341;168;Neuroscience;1
1342;168;Social Sciences;4
1343;168;Psychology;3
1344;169;Business, Management and Accounting;561
1347;169;Philosophy;4
1348;169;Psychology;13
1349;169;Sports and Recreations;1
1351;169;Environmental Science;6
1352;169;Computer Science;9
1353;169;Unspecified;79
1354;169;Linguistics;1
1355;169;Engineering;12
1356;169;Medicine and Dentistry;3
1357;169;Design;3
1358;169;Arts and Humanities;8
1359;169;Neuroscience;1
1360;169;Agricultural and Biological Sciences;1
1361;169;Earth and Planetary Sciences;1
1362;169;Social Sciences;148
1363;169;Economics, Econometrics and Finance;39
1364;170;Business, Management and Accounting;160
1365;170;Economics, Econometrics and Finance;6
1366;170;Unspecified;26
1367;170;Nursing and Health Professions;7
1368;170;Engineering;6
1369;170;Medicine and Dentistry;4
1370;170;Computer Science;4
1371;170;Arts and Humanities;2
1372;170;Agricultural and Biological Sciences;1
1373;170;Social Sciences;39
1374;170;Psychology;36
1375;171;Business, Management and Accounting;97
1376;171;Psychology;24
1377;171;Sports and Recreations;1
1378;171;Philosophy;1
1379;171;Nursing and Health Professions;1
1380;171;Medicine and Dentistry;1
1381;171;Unspecified;21
1382;171;Arts and Humanities;2
1383;171;Neuroscience;2
1384;171;Social Sciences;19
1385;171;Economics, Econometrics and Finance;1
1386;172;Business, Management and Accounting;155
1387;172;Economics, Econometrics and Finance;8
1388;172;Environmental Science;5
1389;172;Philosophy;1
1390;172;Unspecified;25
1391;172;Medicine and Dentistry;1
1392;172;Computer Science;1
1393;172;Arts and Humanities;3
1394;172;Agricultural and Biological Sciences;1
1395;172;Earth and Planetary Sciences;3
1396;172;Social Sciences;34
1397;172;Psychology;4
1398;173;Business, Management and Accounting;6
1399;173;Social Sciences;1
1400;173;Economics, Econometrics and Finance;1
1401;173;Psychology;1
1402;174;Business, Management and Accounting;120
1403;174;Economics, Econometrics and Finance;22
1404;174;Unspecified;23
1405;174;Engineering;2
1406;174;Computer Science;2
1407;174;Social Sciences;19
1408;174;Psychology;10
1409;175;Business, Management and Accounting;264
1411;175;Economics, Econometrics and Finance;30
1412;175;Unspecified;32
1419;175;Social Sciences;33
1420;175;Psychology;25
1421;176;Business, Management and Accounting;2
1423;177;Psychology;11
1425;177;Unspecified;6
1427;177;Social Sciences;2
1429;178;Business, Management and Accounting;234
1430;178;Linguistics;1
1431;178;Psychology;85
1432;178;Environmental Science;1
1434;178;Computer Science;8
1436;178;Engineering;3
1980;246;Economics, Econometrics and Finance;4
1981;246;Environmental Science;1
1982;246;Philosophy;1
1983;246;Unspecified;19
1984;246;Engineering;3
1985;246;Computer Science;1
1986;246;Agricultural and Biological Sciences;1
1987;246;Social Sciences;22
1988;246;Psychology;6
1989;247;Business, Management and Accounting;57
1990;247;Economics, Econometrics and Finance;1
1991;247;Environmental Science;2
1992;247;Unspecified;24
1993;247;Engineering;1
1994;247;Medicine and Dentistry;1
1995;247;Arts and Humanities;1
1996;247;Agricultural and Biological Sciences;1
1997;247;Social Sciences;12
1998;247;Psychology;5
1999;248;Business, Management and Accounting;11
2000;248;Linguistics;1
2001;248;Social Sciences;1
2002;248;Unspecified;4
2003;248;Psychology;1
2004;249;Business, Management and Accounting;150
2005;249;Materials Science;1
2006;249;Physics and Astronomy;1
2007;249;Psychology;29
2008;249;Decision Sciences;1
2009;249;Computer Science;3
2010;249;Unspecified;13
2011;249;Engineering;1
2012;249;Biochemistry, Genetics and Molecular Biology;1
2013;249;Arts and Humanities;1
2014;249;Agricultural and Biological Sciences;1
2015;249;Nursing and Health Professions;1
2016;249;Earth and Planetary Sciences;1
2017;249;Social Sciences;24
2018;249;Economics, Econometrics and Finance;11
2019;250;Business, Management and Accounting;131
2020;250;Economics, Econometrics and Finance;9
2021;250;Unspecified;15
2022;250;Engineering;1
2023;250;Arts and Humanities;2
2024;250;Agricultural and Biological Sciences;1
2025;250;Social Sciences;13
2026;250;Psychology;9
2027;251;Psychology;1
2028;251;Unspecified;3
2029;252;Business, Management and Accounting;96
2030;252;Economics, Econometrics and Finance;1
2031;252;Unspecified;15
2032;252;Philosophy;1
2033;252;Nursing and Health Professions;1
2034;252;Engineering;2
2035;252;Computer Science;1
2036;252;Social Sciences;16
2037;252;Psychology;43
2038;253;Business, Management and Accounting;359
2039;253;Linguistics;2
2040;253;Philosophy;1
2041;253;Psychology;22
2042;253;Sports and Recreations;1
2043;253;Decision Sciences;3
2044;253;Environmental Science;1
2045;253;Computer Science;18
2046;253;Unspecified;44
2047;253;Engineering;9
2048;253;Medicine and Dentistry;5
2049;253;Design;3
2050;253;Arts and Humanities;5
2051;253;Biochemistry, Genetics and Molecular Biology;1
2052;253;Nursing and Health Professions;1
2053;253;Social Sciences;68
2054;253;Economics, Econometrics and Finance;12
2055;254;Business, Management and Accounting;77
2056;254;Economics, Econometrics and Finance;3
2057;254;Unspecified;16
2058;254;Engineering;2
2059;254;Medicine and Dentistry;1
2060;254;Computer Science;1
2061;254;Arts and Humanities;3
2062;254;Agricultural and Biological Sciences;1
2063;254;Social Sciences;12
2064;254;Psychology;5
2065;255;Business, Management and Accounting;2
2066;256;Business, Management and Accounting;173
2067;256;Physics and Astronomy;2
2068;256;Psychology;13
2070;256;Decision Sciences;1
2071;256;Computer Science;7
2072;256;Unspecified;26
2073;256;Economics, Econometrics and Finance;26
2074;256;Engineering;6
2075;256;Medicine and Dentistry;3
2076;256;Chemical Engineering;1
2077;256;Mathematics;1
2078;256;Nursing and Health Professions;1
2079;256;Earth and Planetary Sciences;2
2080;256;Social Sciences;45
2081;256;Arts and Humanities;2
2082;257;Business, Management and Accounting;35
2083;257;Economics, Econometrics and Finance;3
2084;257;Unspecified;13
2085;257;Arts and Humanities;3
2086;257;Social Sciences;10
2087;257;Psychology;15
2088;258;Business, Management and Accounting;233
2089;258;Physics and Astronomy;1
2090;258;Nursing and Health Professions;1
2091;258;Psychology;7
2092;258;Environmental Science;2
2093;258;Decision Sciences;1
2094;258;Computer Science;11
2095;258;Unspecified;24
2096;258;Pharmacology, Toxicology and Pharmaceutical Science;1
2097;258;Economics, Econometrics and Finance;18
2098;258;Engineering;11
2099;258;Medicine and Dentistry;1
2100;258;Design;3
2101;258;Chemical Engineering;1
2102;258;Energy;1
2103;258;Agricultural and Biological Sciences;3
2104;258;Chemistry;1
2105;258;Earth and Planetary Sciences;1
2107;258;Arts and Humanities;4
2108;259;Business, Management and Accounting;109
2109;259;Linguistics;1
2110;259;Psychology;22
2111;259;Environmental Science;1
2112;259;Decision Sciences;1
2113;259;Philosophy;1
2114;259;Computer Science;2
2115;259;Unspecified;15
2116;259;Design;1
2117;259;Arts and Humanities;2
2118;259;Agricultural and Biological Sciences;1
2119;259;Social Sciences;20
2120;259;Economics, Econometrics and Finance;4
2121;260;Business, Management and Accounting;37
2122;260;Economics, Econometrics and Finance;1
2123;260;Nursing and Health Professions;1
2124;260;Engineering;1
2125;260;Unspecified;13
2126;260;Arts and Humanities;1
2127;260;Agricultural and Biological Sciences;1
